Hospital,region,source,date,year,month,day_of_week,season,is_bank_holiday,bank_holiday_name,is_weekend,is_flu_season,is_flu_peak,hospital_beds,ed_trolleys,ward_trolleys,total_trolleys,trolley_load,daily_ed_trolleys,daily_ward_trolleys,daily_total,weekly_ed_trolleys,weekly_ward_trolleys,weekly_total,yearly_ed_trolleys,yearly_ward_trolleys,yearly_total,surge_capacity,delayed_transfers,waiting_over_24hrs,over75_waiting_24hrs,occupancy_rate_pct,traffic_light_status,wait_tier,is_synthetic
Wexford General Hospital,Wexford,synthetic,10/18/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,2.1,1,3.1,3.1,2.1,1,3.1,15,7,21,744,354,1883,0,7,1,0,1.4,Green,Low breach,TRUE
Bantry General Hospital,Cork,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.8,1.7,5.5,5.5,3.8,1.7,5.5,27,12,38,1345,602,459,4,10,1,0,12,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,8.4,3.5,11.9,11.9,8.4,3.5,11.9,59,24,82,2974,1239,1516,0,24,0,0,1.7,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,5.3,2.5,7.8,7.8,5.3,2.5,7.8,37,18,57,1876,885,4250,0,3,0,0,3.4,Green,No breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3.7,1.8,5.5,5.5,3.7,1.8,5.5,26,13,39,1310,637,1532,0,4,0,0,1.8,Green,No breach,TRUE
Cork University Hospital,Cork,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,23.6,11.4,35,35,23.6,11.4,35,165,80,233,8356,4036,550,11,33,4,1,5.3,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,3.8,1.4,5.2,5.2,3.8,1.4,5.2,27,10,36,1345,496,4985,4,5,1,0,10.4,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,21.4,8.4,29.8,29.8,21.4,8.4,29.8,150,59,200,7577,2974,2202,25,33,4,1,4.5,Amber,Low breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,4.4,1.7,6.1,6.1,4.4,1.7,6.1,31,12,41,1558,602,613,0,39,1,0,1.7,Green,Low breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,16.3,7.9,24.2,24.2,16.3,7.9,24.2,114,55,168,5771,2797,2166,0,19,0,0,3.6,Green,No breach,TRUE
Mayo University Hospital,Mayo,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,16.8,5.7,22.5,22.5,16.8,5.7,22.5,118,40,150,5948,2018,4360,16,8,5,1,8.8,Red,Low breach,TRUE
Mercy University Hospital,Cork,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,2.1,0.8,2.9,2.9,2.1,0.8,2.9,15,6,21,744,283,1726,0,17,0,0,1.5,Green,No breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,6.6,3.5,10.1,10.1,6.6,3.5,10.1,46,24,73,2337,1239,1340,2,2,1,0,5.5,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,5.3,2.6,7.9,7.9,5.3,2.6,7.9,37,18,53,1876,921,1868,4,3,1,0,5.9,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,11.6,4.4,16,16,11.6,4.4,16,81,31,109,4107,1558,1351,9,10,5,1,9,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,3.1,1.1,4.2,4.2,3.1,1.1,4.2,22,8,30,1098,389,913,0,12,1,0,1,Green,Low breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.5,0.7,2.2,2.2,1.5,0.7,2.2,10,5,15,531,248,449,0,1,1,0,1.2,Green,Low breach,TRUE
Portiuncula University Hospital,Galway,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,5,1.8,6.8,6.8,5,1.8,6.8,35,13,46,1770,637,1832,3,10,0,0,4.2,Amber,No breach,TRUE
Sligo University Hospital,Sligo,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,9,4.1,13.1,13.1,9,4.1,13.1,63,29,88,3186,1452,3414,3,29,1,0,4.7,Amber,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,8.1,4.2,12.3,12.3,8.1,4.2,12.3,57,29,84,2868,1487,5222,0,3,1,0,1.8,Green,Low breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,9.3,3.1,12.4,12.4,9.3,3.1,12.4,65,22,89,3293,1098,4435,7,3,1,0,6.6,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,33.1,16.9,50,50,33.1,16.9,50,232,118,356,11719,5983,3734,27,29,15,3,9.6,Red,Moderate breach,TRUE
Tallaght University Hospital,Dublin,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3.2,1.4,4.6,4.6,3.2,1.4,4.6,22,10,34,1133,496,79,0,9,0,0,1.2,Green,No breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.7,0.3,1,1,0.7,0.3,1,5,2,7,248,106,382,0,1,0,0,1,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,6.9,3,9.9,9.9,6.9,3,9.9,48,21,71,2443,1062,8775,6,11,1,0,4.8,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,6,3,9,9,6,3,9,42,21,61,2124,1062,485,0,14,0,0,3.3,Green,No breach,TRUE
University Hospital Limerick,Limerick,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,41.9,16.7,58.6,58.6,41.9,16.7,58.6,293,117,410,14835,5913,587,36,21,13,3,11.3,Red,Moderate breach,TRUE
Wexford General Hospital,Wexford,synthetic,10/19/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,1.9,0.9,2.8,2.8,1.9,0.9,2.8,13,6,20,673,319,1936,1,7,0,0,1.2,Green,No breach,TRUE
Bantry General Hospital,Cork,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.3,1.5,4.8,4.8,3.3,1.5,4.8,23,10,34,1168,531,456,3,9,1,0,10.4,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,9.5,4.4,13.9,13.9,9.5,4.4,13.9,66,31,101,3363,1558,1441,0,28,0,0,1.9,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,6.2,3.3,9.5,9.5,6.2,3.3,9.5,43,23,66,2195,1168,4236,9,4,1,0,4.1,Amber,Low breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3.4,1.6,5,5,3.4,1.6,5,24,11,33,1204,566,1524,0,4,1,0,1.7,Green,Low breach,TRUE
Cork University Hospital,Cork,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,24.1,11.1,35.2,35.2,24.1,11.1,35.2,169,78,242,8533,3930,555,18,33,3,1,5.3,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,3.4,1.2,4.6,4.6,3.4,1.2,4.6,24,8,33,1204,425,4995,4,5,1,0,9.2,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,21.8,9.8,31.6,31.6,21.8,9.8,31.6,153,69,227,7718,3470,2249,22,35,4,1,4.8,Amber,Low breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,4.5,2.3,6.8,6.8,4.5,2.3,6.8,32,16,47,1593,814,635,1,43,1,0,1.9,Green,Low breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,13.9,4.7,18.6,18.6,13.9,4.7,18.6,97,33,130,4921,1664,2189,0,14,0,0,2.7,Green,No breach,TRUE
Mayo University Hospital,Mayo,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,17.1,6.7,23.8,23.8,17.1,6.7,23.8,120,47,162,6054,2372,4335,25,9,6,2,9.3,Red,Moderate breach,TRUE
Mercy University Hospital,Cork,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,1.7,0.9,2.6,2.6,1.7,0.9,2.6,12,6,18,602,319,1685,0,15,0,0,1.3,Green,No breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,6.6,3.4,10,10,6.6,3.4,10,46,24,73,2337,1204,1342,3,2,1,0,5.4,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,6.1,3,9.1,9.1,6.1,3,9.1,43,21,63,2160,1062,1855,3,3,1,0,6.8,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,9,4.4,13.4,13.4,9,4.4,13.4,63,31,98,3186,1558,1399,3,8,1,0,7.5,Amber,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.6,1.1,3.7,3.7,2.6,1.1,3.7,18,8,26,921,389,895,0,10,0,0,0.9,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.6,0.6,2.2,2.2,1.6,0.6,2.2,11,4,15,566,212,431,0,1,1,0,1.2,Green,Low breach,TRUE
Portiuncula University Hospital,Galway,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,5.2,2.4,7.6,7.6,5.2,2.4,7.6,36,17,53,1841,850,1832,2,11,1,0,4.7,Amber,Low breach,TRUE
Sligo University Hospital,Sligo,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,9.5,4.1,13.6,13.6,9.5,4.1,13.6,66,29,95,3363,1452,3251,7,30,1,0,4.8,Amber,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,8.3,3.9,12.2,12.2,8.3,3.9,12.2,58,27,82,2939,1381,5257,0,0,1,0,1.8,Green,Low breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,8.7,4.2,12.9,12.9,8.7,4.2,12.9,61,29,92,3080,1487,4586,6,4,2,1,6.9,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,35.9,15.4,51.3,51.3,35.9,15.4,51.3,251,108,357,12710,5452,3834,32,29,10,2,9.8,Red,Moderate breach,TRUE
Tallaght University Hospital,Dublin,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3.1,1.5,4.6,4.6,3.1,1.5,4.6,22,10,31,1098,531,81,1,9,0,0,1.2,Green,No breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.7,0.2,0.9,0.9,0.7,0.2,0.9,5,1,6,248,71,363,0,1,1,0,0.9,Green,Low breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,6.1,2.5,8.6,8.6,6.1,2.5,8.6,43,18,58,2160,885,8851,6,10,1,0,4.2,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,7.5,3.6,11.1,11.1,7.5,3.6,11.1,52,25,78,2655,1275,474,11,18,1,0,4.1,Amber,Low breach,TRUE
University Hospital Limerick,Limerick,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,43.5,23.2,66.7,66.7,43.5,23.2,66.7,304,162,444,15401,8214,592,53,23,16,4,12.9,Red,High breach,TRUE
Wexford General Hospital,Wexford,synthetic,10/20/2023,2023,10,Friday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,2,1,3,3,2,1,3,14,7,21,708,354,1949,1,7,0,0,1.3,Green,No breach,TRUE
Bantry General Hospital,Cork,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,46,2.8,1,3.8,3.8,2.8,1,3.8,20,7,26,991,354,449,4,8,1,0,8.3,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,718,7.8,3.1,10.9,10.9,7.8,3.1,10.9,55,22,78,2762,1098,1520,0,27,1,0,1.5,Green,Low breach,TRUE
Cavan General Hospital,Cavan,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,231,4.3,2.2,6.5,6.5,4.3,2.2,6.5,30,15,46,1522,779,4348,0,3,0,0,2.8,Green,No breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,303,3.6,1.2,4.8,4.8,3.6,1.2,4.8,25,8,33,1275,425,1493,0,5,0,0,1.6,Green,No breach,TRUE
Cork University Hospital,Cork,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,664,22.4,10.1,32.5,32.5,22.4,10.1,32.5,157,71,236,7931,3576,552,11,38,3,1,4.9,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,50,3,1.2,4.2,4.2,3,1.2,4.2,21,8,30,1062,425,5167,5,5,1,0,8.4,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,663,16.6,8,24.6,24.6,16.6,8,24.6,116,56,179,5877,2832,2256,0,33,0,0,3.7,Green,No breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,350,3.6,1.4,5,5,3.6,1.4,5,25,10,34,1275,496,644,0,39,0,0,1.4,Green,No breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,678,13.9,5.6,19.5,19.5,13.9,5.6,19.5,97,39,142,4921,1983,2176,0,18,1,0,2.9,Green,Low breach,TRUE
Mayo University Hospital,Mayo,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,255,10,4.7,14.7,14.7,10,4.7,14.7,70,33,107,3540,1664,4224,8,7,1,0,5.8,Amber,Low breach,TRUE
Mercy University Hospital,Cork,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,198,1.9,0.9,2.8,2.8,1.9,0.9,2.8,13,6,19,673,319,1668,1,19,0,0,1.4,Green,No breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,184,6.9,2.7,9.6,9.6,6.9,2.7,9.6,48,19,65,2443,956,1386,3,2,1,0,5.2,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,133,5.2,1.8,7,7,5.2,1.8,7,36,13,51,1841,637,1872,5,3,1,0,5.3,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,178,8.5,4.4,12.9,12.9,8.5,4.4,12.9,60,31,89,3009,1558,1379,3,10,1,0,7.2,Amber,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,426,2.3,0.9,3.2,3.2,2.3,0.9,3.2,16,6,23,814,319,914,0,11,1,0,0.8,Green,Low breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,184,1.2,0.4,1.6,1.6,1.2,0.4,1.6,8,3,11,425,142,455,0,3,0,0,0.9,Green,No breach,TRUE
Portiuncula University Hospital,Galway,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,163,4,1.5,5.5,5.5,4,1.5,5.5,28,10,40,1416,531,1763,0,10,0,0,3.4,Green,No breach,TRUE
Sligo University Hospital,Sligo,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,281,8.2,3.3,11.5,11.5,8.2,3.3,11.5,57,23,84,2903,1168,3287,4,31,2,0,4.1,Amber,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,680,8.8,3.6,12.4,12.4,8.8,3.6,12.4,62,25,85,3116,1275,5050,0,1,0,0,1.8,Green,No breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,188,6,3.1,9.1,9.1,6,3.1,9.1,42,22,62,2124,1098,4547,6,4,1,0,4.8,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,523,31.3,13.1,44.4,44.4,31.3,13.1,44.4,219,92,309,11082,4638,3800,38,31,9,2,8.5,Red,Moderate breach,TRUE
Tallaght University Hospital,Dublin,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,397,3,1.1,4.1,4.1,3,1.1,4.1,21,8,28,1062,389,78,0,10,0,0,1,Green,No breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,100,0.5,0.3,0.8,0.8,0.5,0.3,0.8,4,2,6,177,106,374,0,0,0,0,0.8,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,205,5.2,2,7.2,7.2,5.2,2,7.2,36,14,51,1841,708,9066,1,10,2,0,3.5,Green,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,272,6.3,3.2,9.5,9.5,6.3,3.2,9.5,44,22,68,2231,1133,462,0,19,0,0,3.5,Green,No breach,TRUE
University Hospital Limerick,Limerick,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,519,37.8,17.1,54.9,54.9,37.8,17.1,54.9,265,120,373,13383,6054,580,30,23,14,3,10.6,Red,Moderate breach,TRUE
Wexford General Hospital,Wexford,synthetic,10/21/2023,2023,10,Saturday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,227,1.8,0.7,2.5,2.5,1.8,0.7,2.5,13,5,18,637,248,1916,0,7,2,1,1.1,Green,Low breach,TRUE
Bantry General Hospital,Cork,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,46,2.9,1.3,4.2,4.2,2.9,1.3,4.2,20,9,29,1027,460,450,5,9,1,0,9.1,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,718,7.4,3.6,11,11,7.4,3.6,11,52,25,78,2620,1275,1450,0,27,0,0,1.5,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,231,4.4,1.7,6.1,6.1,4.4,1.7,6.1,31,12,43,1558,602,4171,0,3,0,0,2.6,Green,No breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,303,3.4,1.3,4.7,4.7,3.4,1.3,4.7,24,9,34,1204,460,1527,0,5,0,0,1.6,Green,No breach,TRUE
Cork University Hospital,Cork,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,664,23.8,9,32.8,32.8,23.8,9,32.8,167,63,220,8426,3186,550,17,38,4,1,4.9,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,50,3.4,1.1,4.5,4.5,3.4,1.1,4.5,24,8,31,1204,389,5006,6,5,2,1,9,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,663,19,9.5,28.5,28.5,19,9.5,28.5,133,66,204,6727,3363,2194,31,38,4,1,4.3,Amber,Low breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,350,4,1.9,5.9,5.9,4,1.9,5.9,28,13,43,1416,673,610,0,46,0,0,1.7,Green,No breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,678,13.5,5.7,19.2,19.2,13.5,5.7,19.2,94,40,137,4780,2018,2239,0,18,0,0,2.8,Green,No breach,TRUE
Mayo University Hospital,Mayo,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,255,14.7,5.2,19.9,19.9,14.7,5.2,19.9,103,36,137,5205,1841,4285,10,9,2,1,7.8,Amber,Low breach,TRUE
Mercy University Hospital,Cork,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,198,1.6,0.6,2.2,2.2,1.6,0.6,2.2,11,4,15,566,212,1702,0,15,1,0,1.1,Green,Low breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,184,6.4,2.2,8.6,8.6,6.4,2.2,8.6,45,15,59,2266,779,1318,3,2,1,0,4.7,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,133,4,1.7,5.7,5.7,4,1.7,5.7,28,12,39,1416,602,1870,2,3,1,0,4.3,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,178,8.5,2.8,11.3,11.3,8.5,2.8,11.3,60,20,78,3009,991,1362,4,9,1,0,6.3,Amber,Low breach,TRUE
