Hospital,source,date,year,month,day_of_week,season,is_bank_holiday,bank_holiday_name,is_weekend,is_flu_season,is_flu_peak,hospital_beds,ed_trolleys,ward_trolleys,total_trolleys,trolley_load,daily_ed_trolleys,daily_ward_trolleys,daily_total,weekly_ed_trolleys,weekly_ward_trolleys,weekly_total,yearly_ed_trolleys,yearly_ward_trolleys,yearly_total,surge_capacity,delayed_transfers,waiting_over_24hrs,over75_waiting_24hrs,occupancy_rate_pct,traffic_light_status,wait_tier,is_synthetic
St Jamess Hospital,synthetic,7/14/2023,2023,7,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,8.7,3,11.7,11.7,8.7,3,11.7,61,21,81,3080,1062,4308,0,3,0,0,1.7,Green,No breach,TRUE
St Lukes General Hospital,synthetic,7/14/2023,2023,7,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,7,3.4,10.4,10.4,7,3.4,10.4,49,24,74,2478,1204,3742,6,3,1,0,5.5,Amber,Low breach,TRUE
St. Vincent's University Hospital,synthetic,7/14/2023,2023,7,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,24.9,11.2,36.1,36.1,24.9,11.2,36.1,174,78,250,8816,3965,3188,6,21,3,1,6.9,Amber,Low breach,TRUE
Tallaght University Hospital,synthetic,7/14/2023,2023,7,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3.1,1,4.1,4.1,3.1,1,4.1,22,7,30,1098,354,66,0,8,0,0,1,Green,No breach,TRUE
Temple Street Childrens University Hospital,synthetic,7/14/2023,2023,7,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.7,0.3,1,1,0.7,0.3,1,5,2,7,248,106,316,0,0,0,0,1,Green,No breach,TRUE
Tipperary University Hospital,synthetic,7/14/2023,2023,7,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,5.6,2.6,8.2,8.2,5.6,2.6,8.2,39,18,60,1983,921,7437,7,9,1,0,4,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,7/14/2023,2023,7,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,5.3,2.7,8,8,5.3,2.7,8,37,19,54,1876,956,403,0,13,0,0,2.9,Green,No breach,TRUE
University Hospital Limerick,synthetic,7/14/2023,2023,7,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,39.4,14.7,54.1,54.1,39.4,14.7,54.1,276,103,390,13950,5205,503,46,19,9,2,10.4,Red,Moderate breach,TRUE
Wexford General Hospital,synthetic,7/14/2023,2023,7,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,1.9,0.7,2.6,2.6,1.9,0.7,2.6,13,5,18,673,248,1550,0,6,0,0,1.1,Green,No breach,TRUE
Bantry General Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,46,2.8,1.1,3.9,3.9,2.8,1.1,3.9,20,8,27,991,389,371,3,8,1,0,8.5,Red,Low breach,TRUE
Beaumont Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,718,5,2.5,7.5,7.5,5,2.5,7.5,35,18,53,1770,885,1272,0,18,1,0,1,Green,Low breach,TRUE
Cavan General Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,231,3.1,1.6,4.7,4.7,3.1,1.6,4.7,22,11,33,1098,566,3507,2,2,0,0,2,Green,No breach,TRUE
Connolly Hospital Blanchardstown,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,303,2.3,1,3.3,3.3,2.3,1,3.3,16,7,23,814,354,1250,1,3,0,0,1.1,Green,No breach,TRUE
Cork University Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,664,16.5,8,24.5,24.5,16.5,8,24.5,116,56,173,5842,2832,473,0,28,0,0,3.7,Green,No breach,TRUE
Ennis Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,50,2.3,1.2,3.5,3.5,2.3,1.2,3.5,16,8,25,814,425,4330,1,4,0,0,7,Amber,No breach,TRUE
Galway University Hospitals,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,663,13.1,6.1,19.2,19.2,13.1,6.1,19.2,92,43,136,4638,2160,1886,0,26,0,0,2.9,Green,No breach,TRUE
Letterkenny University Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,350,3.3,1.4,4.7,4.7,3.3,1.4,4.7,23,10,32,1168,496,527,0,36,0,0,1.3,Green,No breach,TRUE
Mater Misericordiae University Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,678,11.9,4,15.9,15.9,11.9,4,15.9,83,28,107,4213,1416,1889,0,15,0,0,2.3,Green,No breach,TRUE
Mayo University Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,255,12.2,5.2,17.4,17.4,12.2,5.2,17.4,85,36,123,4319,1841,3493,8,8,2,1,6.8,Amber,Low breach,TRUE
Mercy University Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,198,1.5,0.5,2,2,1.5,0.5,2,10,4,14,531,177,1416,1,14,1,0,1,Green,Low breach,TRUE
Midland Regional Hospital Mullingar,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,184,5.7,1.9,7.6,7.6,5.7,1.9,7.6,40,13,54,2018,673,1146,8,2,1,0,4.1,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,133,4.5,2,6.5,6.5,4.5,2,6.5,32,14,45,1593,708,1558,6,3,1,0,4.9,Amber,Low breach,TRUE
Naas General Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,178,8,3.1,11.1,11.1,8,3.1,11.1,56,22,74,2832,1098,1153,3,8,1,0,6.2,Amber,Low breach,TRUE
Our Lady of Lourdes Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,426,1.8,0.9,2.7,2.7,1.8,0.9,2.7,13,6,20,637,319,761,0,9,1,0,0.6,Green,Low breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,184,1.1,0.4,1.5,1.5,1.1,0.4,1.5,8,3,10,389,142,379,1,3,0,0,0.8,Green,No breach,TRUE
Portiuncula University Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,163,2.8,1.4,4.2,4.2,2.8,1.4,4.2,20,10,28,991,496,1478,0,7,0,0,2.6,Green,No breach,TRUE
Sligo University Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,281,6.2,2.5,8.7,8.7,6.2,2.5,8.7,43,18,58,2195,885,2793,0,24,0,0,3.1,Green,No breach,TRUE
St Jamess Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,680,6.7,2.6,9.3,9.3,6.7,2.6,9.3,47,18,62,2372,921,4289,1,1,0,0,1.4,Green,No breach,TRUE
St Lukes General Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,188,6,3.2,9.2,9.2,6,3.2,9.2,42,22,65,2124,1133,3716,3,1,1,0,4.9,Amber,Low breach,TRUE
St. Vincent's University Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,523,24.9,8.7,33.6,33.6,24.9,8.7,33.6,174,61,244,8816,3080,3165,17,23,5,1,6.4,Amber,Low breach,TRUE
Tallaght University Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,397,2.5,1.2,3.7,3.7,2.5,1.2,3.7,18,8,26,885,425,66,0,9,0,0,0.9,Green,No breach,TRUE
Temple Street Childrens University Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,100,0.5,0.3,0.8,0.8,0.5,0.3,0.8,4,2,5,177,106,316,0,1,0,0,0.8,Green,No breach,TRUE
Tipperary University Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,205,3.8,2,5.8,5.8,3.8,2,5.8,27,14,42,1345,708,7323,0,8,1,0,2.8,Green,Low breach,TRUE
University Hospital Kerry,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,272,3.9,1.6,5.5,5.5,3.9,1.6,5.5,27,11,38,1381,566,401,0,11,1,0,2,Green,Low breach,TRUE
University Hospital Limerick,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,519,26.5,12.6,39.1,39.1,26.5,12.6,39.1,186,88,287,9382,4461,489,18,17,5,1,7.5,Amber,Low breach,TRUE
Wexford General Hospital,synthetic,7/15/2023,2023,7,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,227,1.6,0.6,2.2,2.2,1.6,0.6,2.2,11,4,15,566,212,1613,1,6,0,0,1,Green,No breach,TRUE
Bantry General Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,46,2.6,1,3.6,3.6,2.6,1,3.6,18,7,26,921,354,371,1,8,0,0,7.8,Amber,No breach,TRUE
Beaumont Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,718,6.1,2.3,8.4,8.4,6.1,2.3,8.4,43,16,57,2160,814,1268,1,20,0,0,1.2,Green,No breach,TRUE
Cavan General Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,231,3.6,1.8,5.4,5.4,3.6,1.8,5.4,25,13,37,1275,637,3572,0,2,0,0,2.3,Green,No breach,TRUE
Connolly Hospital Blanchardstown,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,303,2.5,1.3,3.8,3.8,2.5,1.3,3.8,18,9,26,885,460,1247,0,4,0,0,1.3,Green,No breach,TRUE
Cork University Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,664,19.2,10.2,29.4,29.4,19.2,10.2,29.4,134,71,202,6798,3611,470,28,34,4,1,4.4,Amber,Low breach,TRUE
Ennis Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,50,2.7,1,3.7,3.7,2.7,1,3.7,19,7,26,956,354,4178,2,5,0,0,7.4,Amber,No breach,TRUE
Galway University Hospitals,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,663,12.9,6.2,19.1,19.1,12.9,6.2,19.1,90,43,137,4567,2195,1875,0,26,1,0,2.9,Green,Low breach,TRUE
Letterkenny University Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,350,2.8,1.4,4.2,4.2,2.8,1.4,4.2,20,10,30,991,496,513,0,33,0,0,1.2,Green,No breach,TRUE
Mater Misericordiae University Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,678,11.4,4.7,16.1,16.1,11.4,4.7,16.1,80,33,113,4036,1664,1896,0,15,0,0,2.4,Green,No breach,TRUE
Mayo University Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,255,10.8,4.2,15,15,10.8,4.2,15,76,29,107,3824,1487,3676,4,7,1,0,5.9,Amber,Low breach,TRUE
Mercy University Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,198,1.6,0.6,2.2,2.2,1.6,0.6,2.2,11,4,16,566,212,1411,0,15,0,0,1.1,Green,No breach,TRUE
Midland Regional Hospital Mullingar,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,184,5.2,2.6,7.8,7.8,5.2,2.6,7.8,36,18,57,1841,921,1133,5,2,1,0,4.2,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,133,4.1,1.7,5.8,5.8,4.1,1.7,5.8,29,12,40,1452,602,1597,5,3,0,0,4.4,Amber,No breach,TRUE
Naas General Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,178,8,3.4,11.4,11.4,8,3.4,11.4,56,24,84,2832,1204,1155,5,9,1,0,6.4,Amber,Low breach,TRUE
Our Lady of Lourdes Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,426,2.2,0.9,3.1,3.1,2.2,0.9,3.1,15,6,22,779,319,769,0,10,0,0,0.7,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,184,1.1,0.5,1.6,1.6,1.1,0.5,1.6,8,4,11,389,177,372,0,3,0,0,0.9,Green,No breach,TRUE
Portiuncula University Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,163,3.3,1.4,4.7,4.7,3.3,1.4,4.7,23,10,34,1168,496,1510,0,8,1,0,2.9,Green,Low breach,TRUE
Sligo University Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,281,6.3,3.4,9.7,9.7,6.3,3.4,9.7,44,24,68,2231,1204,2776,0,26,1,0,3.5,Green,Low breach,TRUE
St Jamess Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,680,6.1,2.7,8.8,8.8,6.1,2.7,8.8,43,19,60,2160,956,4252,1,1,2,1,1.3,Green,Low breach,TRUE
St Lukes General Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,188,6.4,2.8,9.2,9.2,6.4,2.8,9.2,45,20,67,2266,991,3721,2,3,1,0,4.9,Amber,Low breach,TRUE
St. Vincent's University Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,523,28.2,10.1,38.3,38.3,28.2,10.1,38.3,197,71,255,9984,3576,3181,20,27,3,1,7.3,Amber,Low breach,TRUE
Tallaght University Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,397,2.3,0.9,3.2,3.2,2.3,0.9,3.2,16,6,23,814,319,69,0,8,0,0,0.8,Green,No breach,TRUE
Temple Street Childrens University Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,100,0.6,0.2,0.8,0.8,0.6,0.2,0.8,4,1,6,212,71,310,0,2,1,0,0.8,Green,Low breach,TRUE
Tipperary University Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,205,4.3,2.2,6.5,6.5,4.3,2.2,6.5,30,15,43,1522,779,7603,0,9,0,0,3.2,Green,No breach,TRUE
University Hospital Kerry,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,272,5.5,1.9,7.4,7.4,5.5,1.9,7.4,38,13,53,1947,673,403,0,14,0,0,2.7,Green,No breach,TRUE
University Hospital Limerick,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,519,27.6,13,40.6,40.6,27.6,13,40.6,193,91,293,9772,4603,490,20,17,4,1,7.8,Amber,Low breach,TRUE
Wexford General Hospital,synthetic,7/16/2023,2023,7,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,227,1.4,0.5,1.9,1.9,1.4,0.5,1.9,10,4,13,496,177,1547,0,5,0,0,0.8,Green,No breach,TRUE
Bantry General Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.3,1.6,4.9,4.9,3.3,1.6,4.9,23,11,34,1168,566,368,3,8,2,1,10.7,Red,Low breach,TRUE
Beaumont Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,7,3.4,10.4,10.4,7,3.4,10.4,49,24,71,2478,1204,1220,0,19,1,0,1.4,Green,Low breach,TRUE
Cavan General Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,4.9,2.2,7.1,7.1,4.9,2.2,7.1,34,15,50,1735,779,3644,1,2,1,0,3.1,Green,Low breach,TRUE
Connolly Hospital Blanchardstown,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3.2,1.6,4.8,4.8,3.2,1.6,4.8,22,11,32,1133,566,1282,0,4,1,0,1.6,Green,Low breach,TRUE
Cork University Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,24.1,9.2,33.3,33.3,24.1,9.2,33.3,169,64,243,8533,3257,456,9,29,4,1,5,Amber,Low breach,TRUE
Ennis Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,3.4,1.3,4.7,4.7,3.4,1.3,4.7,24,9,32,1204,460,4149,5,4,1,0,9.4,Red,Low breach,TRUE
Galway University Hospitals,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,18.1,6.7,24.8,24.8,18.1,6.7,24.8,127,47,170,6408,2372,1859,0,25,0,0,3.7,Green,No breach,TRUE
Letterkenny University Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,3.5,1.3,4.8,4.8,3.5,1.3,4.8,24,9,33,1239,460,536,0,28,0,0,1.4,Green,No breach,TRUE
Mater Misericordiae University Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,16.3,6.3,22.6,22.6,16.3,6.3,22.6,114,44,162,5771,2231,1826,0,16,0,0,3.3,Green,No breach,TRUE
Mayo University Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,16.1,5.9,22,22,16.1,5.9,22,113,41,161,5700,2089,3580,14,7,5,1,8.6,Red,Low breach,TRUE
Mercy University Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,2,0.9,2.9,2.9,2,0.9,2.9,14,6,20,708,319,1391,0,15,1,0,1.5,Green,Low breach,TRUE
Midland Regional Hospital Mullingar,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,6.1,3.1,9.2,9.2,6.1,3.1,9.2,43,22,61,2160,1098,1148,7,2,1,0,5,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,5,1.9,6.9,6.9,5,1.9,6.9,35,13,50,1770,673,1558,3,2,0,0,5.2,Amber,No breach,TRUE
Naas General Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,11.5,6,17.5,17.5,11.5,6,17.5,80,42,120,4072,2124,1179,22,10,6,1,9.8,Red,Moderate breach,TRUE
Our Lady of Lourdes Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.6,1.1,3.7,3.7,2.6,1.1,3.7,18,8,27,921,389,750,0,9,1,0,0.9,Green,Low breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.4,0.6,2,2,1.4,0.6,2,10,4,14,496,212,377,0,3,1,0,1.1,Green,Low breach,TRUE
Portiuncula University Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,3.9,1.3,5.2,5.2,3.9,1.3,5.2,27,9,35,1381,460,1517,1,7,0,0,3.2,Green,No breach,TRUE
Sligo University Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,8.8,3.8,12.6,12.6,8.8,3.8,12.6,62,27,88,3116,1345,2792,7,25,1,0,4.5,Amber,Low breach,TRUE
St Jamess Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,8.6,3.6,12.2,12.2,8.6,3.6,12.2,60,25,87,3045,1275,4488,0,0,0,0,1.8,Green,No breach,TRUE
St Lukes General Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,7.3,3.4,10.7,10.7,7.3,3.4,10.7,51,24,73,2585,1204,3691,7,3,1,0,5.7,Amber,Low breach,TRUE
St. Vincent's University Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,29.5,11.1,40.6,40.6,29.5,11.1,40.6,206,78,284,10444,3930,3211,9,21,4,1,7.8,Amber,Low breach,TRUE
Tallaght University Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3.5,1.4,4.9,4.9,3.5,1.4,4.9,24,10,33,1239,496,68,0,9,1,0,1.2,Green,Low breach,TRUE
Temple Street Childrens University Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.7,0.2,0.9,0.9,0.7,0.2,0.9,5,1,6,248,71,317,0,2,0,0,0.9,Green,No breach,TRUE
Tipperary University Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,6,2.9,8.9,8.9,6,2.9,8.9,42,20,61,2124,1027,7619,3,9,1,0,4.3,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,6,3,9,9,6,3,9,42,21,61,2124,1062,404,0,13,0,0,3.3,Green,No breach,TRUE
University Hospital Limerick,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,39.9,15.4,55.3,55.3,39.9,15.4,55.3,279,108,397,14127,5452,499,47,18,13,4,10.7,Red,Moderate breach,TRUE
Wexford General Hospital,synthetic,7/17/2023,2023,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,1.7,0.6,2.3,2.3,1.7,0.6,2.3,12,4,16,602,212,1571,0,5,0,0,1,Green,No breach,TRUE
Bantry General Hospital,synthetic,7/18/2023,2023,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,2.6,1.3,3.9,3.9,2.6,1.3,3.9,18,9,27,921,460,381,4,7,1,0,8.5,Red,Low breach,TRUE
Beaumont Hospital,synthetic,7/18/2023,2023,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,6.9,2.5,9.4,9.4,6.9,2.5,9.4,48,18,65,2443,885,1237,0,19,0,0,1.3,Green,No breach,TRUE
Cavan General Hospital,synthetic,7/18/2023,2023,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,4.9,1.8,6.7,6.7,4.9,1.8,6.7,34,13,48,1735,637,3687,0,3,0,0,2.9,Green,No breach,TRUE
Connolly Hospital Blanchardstown,synthetic,7/18/2023,2023,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3.3,1.6,4.9,4.9,3.3,1.6,4.9,23,11,34,1168,566,1249,1,4,0,0,1.6,Green,No breach,TRUE
Cork University Hospital,synthetic,7/18/2023,2023,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,21.7,10.5,32.2,32.2,21.7,10.5,32.2,152,74,234,7683,3718,474,14,31,3,1,4.8,Amber,Low breach,TRUE
Ennis Hospital,synthetic,7/18/2023,2023,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,2.9,1.3,4.2,4.2,2.9,1.3,4.2,20,9,29,1027,460,4214,6,4,1,0,8.4,Red,Low breach,TRUE
Galway University Hospitals,synthetic,7/18/2023,2023,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,16.9,8.3,25.2,25.2,16.9,8.3,25.2,118,58,178,5983,2939,1805,0,28,0,0,3.8,Green,No breach,TRUE
Letterkenny University Hospital,synthetic,7/18/2023,2023,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,3.5,1.2,4.7,4.7,3.5,1.2,4.7,24,8,32,1239,425,528,0,30,0,0,1.3,Green,No breach,TRUE
Mater Misericordiae University Hospital,synthetic,7/18/2023,2023,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,14.3,5.7,20,20,14.3,5.7,20,100,40,143,5063,2018,1880,0,15,0,0,2.9,Green,No breach,TRUE
Mayo University Hospital,synthetic,7/18/2023,2023,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,13.1,6.2,19.3,19.3,13.1,6.2,19.3,92,43,136,4638,2195,3562,5,7,1,0,7.6,Amber,Low breach,TRUE
Mercy University Hospital,synthetic,7/18/2023,2023,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,2,0.7,2.7,2.7,2,0.7,2.7,14,5,20,708,248,1407,0,15,1,0,1.4,Green,Low breach,TRUE
